player_id,City,Event,Sport
204233,Torino,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
204324,Torino,"Short Track Speed Skating Women's 1,000 metres",Short Track Speed Skating
204325,Torino,"Short Track Speed Skating Women's 1,500 metres",Short Track Speed Skating
204326,Torino,Luge Men's Singles,Luge
204327,Vancouver,Luge Men's Singles,Luge
204347,Sarajevo,Cross Country Skiing Women's 5 kilometres,Cross Country Skiing
204348,Sarajevo,Cross Country Skiing Women's 10 kilometres,Cross Country Skiing
204349,Sarajevo,Cross Country Skiing Women's 20 kilometres,Cross Country Skiing
204350,Sarajevo,Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing
204357,Salt Lake City,"Speed Skating Men's 1,000 metres",Speed Skating
204358,Salt Lake City,"Speed Skating Men's 1,500 metres",Speed Skating
204359,Torino,"Speed Skating Men's 1,000 metres",Speed Skating
204360,Torino,"Speed Skating Men's 1,500 metres",Speed Skating
204361,Salt Lake City,"Speed Skating Men's 1,500 metres",Speed Skating
204362,Nagano,Alpine Skiing Men's Downhill,Alpine Skiing
204363,Nagano,Alpine Skiing Men's Combined,Alpine Skiing
204377,Innsbruck,Alpine Skiing Men's Downhill,Alpine Skiing
204378,Innsbruck,Alpine Skiing Men's Giant Slalom,Alpine Skiing
204379,Innsbruck,Alpine Skiing Men's Slalom,Alpine Skiing
204380,Sankt Moritz,Alpine Skiing Men's Downhill,Alpine Skiing
204381,Sankt Moritz,Alpine Skiing Men's Slalom,Alpine Skiing
204382,Sankt Moritz,Alpine Skiing Men's Combined,Alpine Skiing
204383,Oslo,Alpine Skiing Men's Downhill,Alpine Skiing
204384,Oslo,Alpine Skiing Men's Giant Slalom,Alpine Skiing
204385,Oslo,Alpine Skiing Men's Slalom,Alpine Skiing
204415,Nagano,Ice Hockey Men's Ice Hockey,Ice Hockey
204418,Vancouver,Cross Country Skiing Women's 10 kilometres,Cross Country Skiing
204419,Vancouver,Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing
204420,Sochi,Cross Country Skiing Women's Sprint,Cross Country Skiing
204421,Sochi,Cross Country Skiing Women's 10 kilometres,Cross Country Skiing
204422,Sochi,Cross Country Skiing Women's 30 kilometres,Cross Country Skiing
204423,Sochi,Cross Country Skiing Women's 15 km Skiathlon,Cross Country Skiing
204427,Nagano,Snowboarding Women's Giant Slalom,Snowboarding
204470,Vancouver,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
204471,Vancouver,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
204472,Vancouver,"Ski Jumping Men's Large Hill, Team",Ski Jumping
204476,Garmisch-Partenkirchen,Alpine Skiing Women's Combined,Alpine Skiing
204482,Calgary,Ice Hockey Men's Ice Hockey,Ice Hockey
204483,Albertville,Ice Hockey Men's Ice Hockey,Ice Hockey
204506,Nagano,Bobsleigh Men's Two,Bobsleigh
204507,Salt Lake City,Bobsleigh Men's Four,Bobsleigh
204518,Innsbruck,Ice Hockey Men's Ice Hockey,Ice Hockey
204519,Grenoble,Ice Hockey Men's Ice Hockey,Ice Hockey
204520,Innsbruck,Ice Hockey Men's Ice Hockey,Ice Hockey
204522,Innsbruck,Ice Hockey Men's Ice Hockey,Ice Hockey
204538,Sochi,Alpine Skiing Women's Downhill,Alpine Skiing
204539,Sochi,Alpine Skiing Women's Super G,Alpine Skiing
204540,Sochi,Alpine Skiing Women's Combined,Alpine Skiing
204544,Torino,Alpine Skiing Men's Slalom,Alpine Skiing
204554,Sarajevo,Cross Country Skiing Women's 5 kilometres,Cross Country Skiing
204555,Sarajevo,Cross Country Skiing Women's 10 kilometres,Cross Country Skiing
204556,Sarajevo,Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing
204562,Sankt Moritz,"Speed Skating Men's 1,500 metres",Speed Skating
204563,Sankt Moritz,"Speed Skating Men's 5,000 metres",Speed Skating
204565,Garmisch-Partenkirchen,Ice Hockey Men's Ice Hockey,Ice Hockey
204577,Sapporo,Alpine Skiing Men's Downhill,Alpine Skiing
204578,Sapporo,Alpine Skiing Men's Giant Slalom,Alpine Skiing
204589,Calgary,Alpine Skiing Women's Super G,Alpine Skiing
204590,Calgary,Alpine Skiing Women's Giant Slalom,Alpine Skiing
204591,Albertville,Alpine Skiing Men's Super G,Alpine Skiing
204592,Albertville,Alpine Skiing Men's Giant Slalom,Alpine Skiing
204593,Albertville,Alpine Skiing Men's Slalom,Alpine Skiing
204594,Lillehammer,Alpine Skiing Men's Super G,Alpine Skiing
204597,Nagano,Biathlon Men's 20 kilometres,Biathlon
204598,Nagano,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
204636,Garmisch-Partenkirchen,Ice Hockey Men's Ice Hockey,Ice Hockey
204637,Sankt Moritz,Ice Hockey Men's Ice Hockey,Ice Hockey
204664,Sarajevo,Luge Mixed (Men)'s Doubles,Luge
204668,Sarajevo,Luge Women's Singles,Luge
204670,Lake Placid,Bobsleigh Men's Two,Bobsleigh
204671,Lake Placid,Bobsleigh Men's Four,Bobsleigh
204688,Sochi,Cross Country Skiing Men's 15 kilometres,Cross Country Skiing
204697,Garmisch-Partenkirchen,Cross Country Skiing Men's 18 kilometres,Cross Country Skiing
204698,Garmisch-Partenkirchen,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
204736,Sapporo,Alpine Skiing Men's Giant Slalom,Alpine Skiing
204737,Sapporo,Alpine Skiing Men's Slalom,Alpine Skiing
204741,Lake Placid,Cross Country Skiing Women's 5 kilometres,Cross Country Skiing
204742,Lake Placid,Cross Country Skiing Women's 10 kilometres,Cross Country Skiing
204743,Lake Placid,Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing
204754,Salt Lake City,Biathlon Men's 10 kilometres Sprint,Biathlon
204755,Salt Lake City,Biathlon Men's 12.5 kilometres Pursuit,Biathlon
204756,Salt Lake City,Biathlon Men's 20 kilometres,Biathlon
204757,Salt Lake City,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
204758,Torino,Biathlon Men's 20 kilometres,Biathlon
204759,Torino,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
204790,Nagano,Bobsleigh Men's Four,Bobsleigh
204791,Salt Lake City,Bobsleigh Men's Four,Bobsleigh
204807,Calgary,Alpine Skiing Men's Giant Slalom,Alpine Skiing
204808,Calgary,Alpine Skiing Men's Slalom,Alpine Skiing
204809,Albertville,Alpine Skiing Men's Super G,Alpine Skiing
204810,Albertville,Alpine Skiing Men's Giant Slalom,Alpine Skiing
204811,Albertville,Alpine Skiing Men's Combined,Alpine Skiing
204812,Lillehammer,Alpine Skiing Women's Giant Slalom,Alpine Skiing
204813,Nagano,Alpine Skiing Women's Giant Slalom,Alpine Skiing
204814,Nagano,Alpine Skiing Women's Slalom,Alpine Skiing
204815,Salt Lake City,Nordic Combined Men's Team,Nordic Combined
204816,Salt Lake City,Nordic Combined Men's Individual,Nordic Combined
204817,Salt Lake City,Nordic Combined Men's Sprint,Nordic Combined
204819,Sochi,Speed Skating Women's 500 metres,Speed Skating
204828,Innsbruck,Luge Mixed (Men)'s Doubles,Luge
204835,Calgary,Alpine Skiing Men's Super G,Alpine Skiing
204836,Calgary,Alpine Skiing Men's Giant Slalom,Alpine Skiing
204837,Calgary,Alpine Skiing Men's Slalom,Alpine Skiing
204838,Albertville,Alpine Skiing Men's Giant Slalom,Alpine Skiing
204839,Albertville,Alpine Skiing Men's Slalom,Alpine Skiing
204840,Lillehammer,Alpine Skiing Men's Slalom,Alpine Skiing
204855,Albertville,Ice Hockey Men's Ice Hockey,Ice Hockey
204856,Salt Lake City,Ice Hockey Men's Ice Hockey,Ice Hockey
204867,Lake Placid,Speed Skating Women's 500 metres,Speed Skating
204868,Lake Placid,"Speed Skating Women's 1,000 metres",Speed Skating
204869,Sarajevo,Speed Skating Women's 500 metres,Speed Skating
204870,Sarajevo,"Speed Skating Women's 1,000 metres",Speed Skating
204871,Calgary,Speed Skating Women's 500 metres,Speed Skating
204872,Calgary,"Speed Skating Women's 1,000 metres",Speed Skating
204874,Albertville,Speed Skating Women's 500 metres,Speed Skating
204875,Albertville,"Speed Skating Women's 1,000 metres",Speed Skating
204883,Sapporo,Cross Country Skiing Women's 10 kilometres,Cross Country Skiing
204884,Sapporo,Cross Country Skiing Women's 3 x 5 kilometres Relay,Cross Country Skiing
204890,Sapporo,Ice Hockey Men's Ice Hockey,Ice Hockey
204899,Salt Lake City,Curling Women's Curling,Curling
204906,Salt Lake City,Alpine Skiing Men's Slalom,Alpine Skiing
204932,Albertville,Ice Hockey Men's Ice Hockey,Ice Hockey
204937,Garmisch-Partenkirchen,Bobsleigh Men's Two,Bobsleigh
204938,Calgary,Bobsleigh Men's Four,Bobsleigh
204939,Albertville,Bobsleigh Men's Four,Bobsleigh
204940,Lake Placid,Figure Skating Mixed Pairs,Figure Skating
204941,Garmisch-Partenkirchen,Figure Skating Mixed Pairs,Figure Skating
204955,Nagano,Biathlon Men's 10 kilometres Sprint,Biathlon
204956,Nagano,Biathlon Men's 20 kilometres,Biathlon
204957,Nagano,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
204958,Salt Lake City,Biathlon Men's 10 kilometres Sprint,Biathlon
204959,Salt Lake City,Biathlon Men's 12.5 kilometres Pursuit,Biathlon
204960,Salt Lake City,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
204961,Torino,Biathlon Men's 10 kilometres Sprint,Biathlon
204962,Torino,Biathlon Men's 12.5 kilometres Pursuit,Biathlon
205002,Sochi,Ice Hockey Women's Ice Hockey,Ice Hockey
205037,Grenoble,Luge Men's Singles,Luge
205063,Squaw Valley,Ice Hockey Men's Ice Hockey,Ice Hockey
205073,Salt Lake City,Luge Men's Singles,Luge
205093,Vancouver,Freestyle Skiing Men's Moguls,Freestyle Skiing
205104,Grenoble,Bobsleigh Men's Four,Bobsleigh
205108,Salt Lake City,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
205109,Salt Lake City,Cross Country Skiing Men's 10/10 kilometres Pursuit,Cross Country Skiing
205110,Salt Lake City,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
205111,Torino,Cross Country Skiing Men's 15 kilometres,Cross Country Skiing
205112,Torino,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
205113,Torino,Cross Country Skiing Men's 30 km Skiathlon,Cross Country Skiing
205114,Torino,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
205129,Innsbruck,Alpine Skiing Women's Downhill,Alpine Skiing
205130,Innsbruck,Alpine Skiing Women's Giant Slalom,Alpine Skiing
205134,Vancouver,Alpine Skiing Men's Giant Slalom,Alpine Skiing
205135,Vancouver,Alpine Skiing Men's Slalom,Alpine Skiing
205139,Nagano,Nordic Combined Men's Team,Nordic Combined
205140,Nagano,Nordic Combined Men's Individual,Nordic Combined
205141,Salt Lake City,Nordic Combined Men's Team,Nordic Combined
205142,Salt Lake City,Nordic Combined Men's Individual,Nordic Combined
205143,Salt Lake City,Nordic Combined Men's Sprint,Nordic Combined
205144,Torino,Nordic Combined Men's Team,Nordic Combined
205145,Torino,Nordic Combined Men's Individual,Nordic Combined
205149,Innsbruck,Alpine Skiing Men's Downhill,Alpine Skiing
205176,Sankt Moritz,Bobsleigh Men's Four,Bobsleigh
205203,Nagano,"Short Track Speed Skating Men's 5,000 metres Relay",Short Track Speed Skating
205205,Garmisch-Partenkirchen,Ice Hockey Men's Ice Hockey,Ice Hockey
205219,Sochi,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
205220,Sochi,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
205221,Sochi,"Ski Jumping Men's Large Hill, Team",Ski Jumping
205234,Sapporo,Bobsleigh Men's Two,Bobsleigh
205235,Sapporo,Bobsleigh Men's Four,Bobsleigh
205236,Innsbruck,Bobsleigh Men's Two,Bobsleigh
205237,Innsbruck,Bobsleigh Men's Four,Bobsleigh
205244,Salt Lake City,Alpine Skiing Men's Giant Slalom,Alpine Skiing
205245,Salt Lake City,Alpine Skiing Men's Slalom,Alpine Skiing
205246,Salt Lake City,Alpine Skiing Men's Combined,Alpine Skiing
205247,Torino,Alpine Skiing Men's Giant Slalom,Alpine Skiing
205248,Torino,Alpine Skiing Men's Slalom,Alpine Skiing
205249,Lillehammer,Ice Hockey Men's Ice Hockey,Ice Hockey
205255,Calgary,Bobsleigh Men's Two,Bobsleigh
205256,Calgary,Bobsleigh Men's Four,Bobsleigh
205257,Nagano,Ice Hockey Men's Ice Hockey,Ice Hockey
205258,Calgary,Ice Hockey Men's Ice Hockey,Ice Hockey
205275,Torino,Cross Country Skiing Men's 15 kilometres,Cross Country Skiing
205276,Torino,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
205277,Torino,Cross Country Skiing Men's 30 km Skiathlon,Cross Country Skiing
205301,Grenoble,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
205302,Sapporo,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
205315,Nagano,Bobsleigh Men's Two,Bobsleigh
205316,Salt Lake City,Bobsleigh Men's Four,Bobsleigh
205317,Nagano,Ice Hockey Men's Ice Hockey,Ice Hockey
205318,Salt Lake City,Ice Hockey Men's Ice Hockey,Ice Hockey
205319,Nagano,Ice Hockey Men's Ice Hockey,Ice Hockey
205320,Salt Lake City,Ice Hockey Men's Ice Hockey,Ice Hockey
205321,Innsbruck,Ice Hockey Men's Ice Hockey,Ice Hockey
205325,Salt Lake City,Biathlon Men's 10 kilometres Sprint,Biathlon
205326,Salt Lake City,Biathlon Men's 12.5 kilometres Pursuit,Biathlon
205327,Salt Lake City,Biathlon Men's 20 kilometres,Biathlon
205328,Salt Lake City,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
205329,Torino,Biathlon Men's 15 kilometres Mass Start,Biathlon
205346,Sankt Moritz,Ice Hockey Men's Ice Hockey,Ice Hockey
205349,Garmisch-Partenkirchen,Ice Hockey Men's Ice Hockey,Ice Hockey
205350,Torino,Bobsleigh Men's Four,Bobsleigh
205370,Sankt Moritz,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
205371,Sankt Moritz,Nordic Combined Men's Individual,Nordic Combined
205400,Sochi,Ice Hockey Men's Ice Hockey,Ice Hockey
205414,Sankt Moritz,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
205415,Oslo,Bobsleigh Men's Four,Bobsleigh
205416,Cortina d'Ampezzo,Bobsleigh Men's Two,Bobsleigh
205417,Cortina d'Ampezzo,Bobsleigh Men's Four,Bobsleigh
205426,Squaw Valley,Alpine Skiing Men's Downhill,Alpine Skiing
205427,Squaw Valley,Alpine Skiing Men's Giant Slalom,Alpine Skiing
205428,Squaw Valley,Alpine Skiing Men's Slalom,Alpine Skiing
205429,Vancouver,Cross Country Skiing Men's 30 km Skiathlon,Cross Country Skiing
205430,Sochi,Cross Country Skiing Men's 15 kilometres,Cross Country Skiing
205431,Sochi,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
205432,Lake Placid,Speed Skating Men's 500 metres,Speed Skating
205433,Lake Placid,"Speed Skating Men's 1,000 metres",Speed Skating
205434,Sarajevo,Speed Skating Men's 500 metres,Speed Skating
205435,Sarajevo,"Speed Skating Men's 1,000 metres",Speed Skating
205436,Calgary,Speed Skating Men's 500 metres,Speed Skating
205437,Calgary,"Speed Skating Men's 1,000 metres",Speed Skating
205449,Torino,Curling Women's Curling,Curling
205451,Sochi,Cross Country Skiing Men's 30 km Skiathlon,Cross Country Skiing
205452,Salt Lake City,Bobsleigh Men's Two,Bobsleigh
205453,Salt Lake City,Bobsleigh Men's Four,Bobsleigh
205454,Vancouver,Ice Hockey Men's Ice Hockey,Ice Hockey
205455,Sochi,Ice Hockey Men's Ice Hockey,Ice Hockey
205456,Sapporo,Ice Hockey Men's Ice Hockey,Ice Hockey
205457,Lake Placid,Ice Hockey Men's Ice Hockey,Ice Hockey
205480,Grenoble,Bobsleigh Men's Two,Bobsleigh
205504,Sarajevo,Figure Skating Women's Singles,Figure Skating
205505,Nagano,Luge Men's Singles,Luge
205506,Salt Lake City,Luge Men's Singles,Luge
205507,Torino,Luge Men's Singles,Luge
205508,Vancouver,Luge Men's Singles,Luge
205509,Sochi,Luge Men's Singles,Luge
205510,Sochi,Luge Mixed Team Relay,Luge
205512,Torino,Alpine Skiing Women's Downhill,Alpine Skiing
205513,Torino,Alpine Skiing Women's Combined,Alpine Skiing
205514,Vancouver,Alpine Skiing Women's Downhill,Alpine Skiing
205515,Vancouver,Alpine Skiing Women's Super G,Alpine Skiing
205516,Vancouver,Alpine Skiing Women's Giant Slalom,Alpine Skiing
205517,Vancouver,Alpine Skiing Women's Combined,Alpine Skiing
205529,Sankt Moritz,Nordic Combined Men's Individual,Nordic Combined
205530,Oslo,Alpine Skiing Men's Downhill,Alpine Skiing
205531,Oslo,Alpine Skiing Men's Giant Slalom,Alpine Skiing
205532,Oslo,Alpine Skiing Men's Slalom,Alpine Skiing
205552,Albertville,Short Track Speed Skating Women's 500 metres,Short Track Speed Skating
205553,Albertville,"Short Track Speed Skating Women's 3,000 metres Relay",Short Track Speed Skating
205589,Cortina d'Ampezzo,Cross Country Skiing Men's 15 kilometres,Cross Country Skiing
205590,Cortina d'Ampezzo,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
205591,Cortina d'Ampezzo,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
205592,Innsbruck,Biathlon Men's 20 kilometres,Biathlon
205606,Nagano,Snowboarding Women's Giant Slalom,Snowboarding
205607,Salt Lake City,Snowboarding Women's Parallel Giant Slalom,Snowboarding
205608,Torino,Snowboarding Women's Boardercross,Snowboarding
205611,Nagano,Ice Hockey Men's Ice Hockey,Ice Hockey
205614,Albertville,Cross Country Skiing Women's 5 kilometres,Cross Country Skiing
205615,Albertville,Cross Country Skiing Women's 15 kilometres,Cross Country Skiing
205616,Albertville,Cross Country Skiing Women's 30 kilometres,Cross Country Skiing
205617,Albertville,Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing
205618,Lillehammer,Cross Country Skiing Women's 5 kilometres,Cross Country Skiing
205619,Lillehammer,Cross Country Skiing Women's 30 kilometres,Cross Country Skiing
205620,Lillehammer,Cross Country Skiing Women's 5/10 kilometres Pursuit,Cross Country Skiing
205621,Lillehammer,Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing
205622,Nagano,Cross Country Skiing Women's 5 kilometres,Cross Country Skiing
205623,Nagano,Cross Country Skiing Women's 5/10 kilometres Pursuit,Cross Country Skiing
205624,Nagano,Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing
205626,Nagano,Ice Hockey Men's Ice Hockey,Ice Hockey
205627,Salt Lake City,Ice Hockey Men's Ice Hockey,Ice Hockey
205628,Torino,Ice Hockey Men's Ice Hockey,Ice Hockey
205634,Salt Lake City,Ice Hockey Women's Ice Hockey,Ice Hockey
205675,Torino,Cross Country Skiing Women's Sprint,Cross Country Skiing
205676,Torino,Cross Country Skiing Women's 15 km Skiathlon,Cross Country Skiing
205677,Torino,Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing
205678,Vancouver,Cross Country Skiing Women's 10 kilometres,Cross Country Skiing
205679,Vancouver,Cross Country Skiing Women's 15 km Skiathlon,Cross Country Skiing
205680,Vancouver,Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing
205681,Vancouver,Cross Country Skiing Women's Team Sprint,Cross Country Skiing
205695,Albertville,Biathlon Men's 10 kilometres Sprint,Biathlon
205696,Albertville,Biathlon Men's 20 kilometres,Biathlon
205697,Albertville,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
205698,Lillehammer,Biathlon Men's 10 kilometres Sprint,Biathlon
205699,Lillehammer,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
205720,Torino,Biathlon Men's 10 kilometres Sprint,Biathlon
205721,Torino,Biathlon Men's 12.5 kilometres Pursuit,Biathlon
205722,Torino,Biathlon Men's 20 kilometres,Biathlon
205730,Grenoble,Nordic Combined Men's Individual,Nordic Combined
205731,Vancouver,Alpine Skiing Men's Giant Slalom,Alpine Skiing
205732,Vancouver,Alpine Skiing Men's Slalom,Alpine Skiing
205733,Sochi,Alpine Skiing Men's Giant Slalom,Alpine Skiing
205734,Sochi,Alpine Skiing Men's Slalom,Alpine Skiing
205741,Nagano,Cross Country Skiing Women's 5 kilometres,Cross Country Skiing
205742,Nagano,Cross Country Skiing Women's 15 kilometres,Cross Country Skiing
205743,Nagano,Cross Country Skiing Women's 30 kilometres,Cross Country Skiing
205744,Nagano,Cross Country Skiing Women's 5/10 kilometres Pursuit,Cross Country Skiing
205751,Sarajevo,Ice Hockey Men's Ice Hockey,Ice Hockey
205752,Torino,Skeleton Women's Skeleton,Skeleton
205753,Vancouver,Skeleton Women's Skeleton,Skeleton
205754,Sochi,Skeleton Women's Skeleton,Skeleton
205789,Chamonix,Ice Hockey Men's Ice Hockey,Ice Hockey
205794,Salt Lake City,Short Track Speed Skating Women's 500 metres,Short Track Speed Skating
205795,Torino,Short Track Speed Skating Women's 500 metres,Short Track Speed Skating
205796,Torino,"Short Track Speed Skating Women's 3,000 metres Relay",Short Track Speed Skating
205797,Albertville,Luge Mixed (Men)'s Doubles,Luge
205803,Squaw Valley,Speed Skating Men's 500 metres,Speed Skating
205804,Squaw Valley,"Speed Skating Men's 1,500 metres",Speed Skating
205805,Innsbruck,Speed Skating Men's 500 metres,Speed Skating
205806,Innsbruck,"Speed Skating Men's 1,500 metres",Speed Skating
205813,Sochi,Figure Skating Mixed Pairs,Figure Skating
205814,Sochi,Figure Skating Mixed Team,Figure Skating
205843,Cortina d'Ampezzo,Alpine Skiing Men's Downhill,Alpine Skiing
205844,Sankt Moritz,Ice Hockey Men's Ice Hockey,Ice Hockey
205845,Sankt Moritz,Ice Hockey Men's Ice Hockey,Ice Hockey
205849,Torino,Bobsleigh Men's Two,Bobsleigh
205850,Torino,Bobsleigh Men's Four,Bobsleigh
205851,Vancouver,Bobsleigh Men's Two,Bobsleigh
205852,Vancouver,Bobsleigh Men's Four,Bobsleigh
205853,Innsbruck,Ice Hockey Men's Ice Hockey,Ice Hockey
205858,Squaw Valley,Alpine Skiing Women's Downhill,Alpine Skiing
205859,Squaw Valley,Alpine Skiing Women's Giant Slalom,Alpine Skiing
205860,Squaw Valley,Alpine Skiing Women's Slalom,Alpine Skiing
205893,Lake Placid,Biathlon Men's 20 kilometres,Biathlon
205901,Nagano,Ice Hockey Women's Ice Hockey,Ice Hockey
205902,Salt Lake City,Ice Hockey Women's Ice Hockey,Ice Hockey
205903,Torino,Ice Hockey Women's Ice Hockey,Ice Hockey
205904,Vancouver,Ice Hockey Women's Ice Hockey,Ice Hockey
205905,Lillehammer,Bobsleigh Men's Four,Bobsleigh
205924,Torino,Ice Hockey Women's Ice Hockey,Ice Hockey
205926,Grenoble,Figure Skating Women's Singles,Figure Skating
205927,Sapporo,Luge Women's Singles,Luge
205928,Innsbruck,Luge Women's Singles,Luge
205941,Garmisch-Partenkirchen,Speed Skating Men's 500 metres,Speed Skating
205950,Salt Lake City,Alpine Skiing Women's Super G,Alpine Skiing
205951,Salt Lake City,Alpine Skiing Women's Giant Slalom,Alpine Skiing
205952,Salt Lake City,Alpine Skiing Women's Slalom,Alpine Skiing
205953,Torino,Alpine Skiing Women's Downhill,Alpine Skiing
205954,Torino,Alpine Skiing Women's Super G,Alpine Skiing
205955,Torino,Alpine Skiing Women's Giant Slalom,Alpine Skiing
205956,Torino,Alpine Skiing Women's Combined,Alpine Skiing
205957,Vancouver,Alpine Skiing Women's Downhill,Alpine Skiing
205958,Vancouver,Alpine Skiing Women's Super G,Alpine Skiing
205959,Vancouver,Alpine Skiing Women's Giant Slalom,Alpine Skiing
205960,Sochi,Alpine Skiing Women's Downhill,Alpine Skiing
205961,Sochi,Alpine Skiing Women's Super G,Alpine Skiing
205965,Nagano,Cross Country Skiing Men's 10 kilometres,Cross Country Skiing
205966,Nagano,Cross Country Skiing Men's 10/15 kilometres Pursuit,Cross Country Skiing
205967,Nagano,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
205968,Torino,Cross Country Skiing Men's 15 kilometres,Cross Country Skiing
205969,Torino,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
205970,Torino,Cross Country Skiing Men's 30 km Skiathlon,Cross Country Skiing
205971,Vancouver,Cross Country Skiing Men's 15 kilometres,Cross Country Skiing
205972,Vancouver,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
206046,Sochi,Snowboarding Women's Slopestyle,Snowboarding
206054,Vancouver,"Speed Skating Men's 1,000 metres",Speed Skating
206055,Vancouver,"Speed Skating Men's 1,500 metres",Speed Skating
206077,Salt Lake City,Bobsleigh Men's Two,Bobsleigh
206078,Salt Lake City,Bobsleigh Men's Four,Bobsleigh
206079,Torino,Bobsleigh Men's Four,Bobsleigh
206082,Chamonix,Speed Skating Men's 500 metres,Speed Skating
206083,Chamonix,"Speed Skating Men's 1,500 metres",Speed Skating
206084,Chamonix,"Speed Skating Men's 5,000 metres",Speed Skating
206085,Chamonix,"Speed Skating Men's 10,000 metres",Speed Skating
206086,Chamonix,Speed Skating Men's Allround,Speed Skating
206087,Sankt Moritz,Speed Skating Men's 500 metres,Speed Skating
206088,Sankt Moritz,"Speed Skating Men's 1,500 metres",Speed Skating
206089,Sankt Moritz,"Speed Skating Men's 5,000 metres",Speed Skating
206100,Nagano,Bobsleigh Men's Four,Bobsleigh
206110,Torino,Alpine Skiing Men's Giant Slalom,Alpine Skiing
206111,Torino,Alpine Skiing Men's Slalom,Alpine Skiing
206112,Vancouver,Alpine Skiing Men's Giant Slalom,Alpine Skiing
206113,Vancouver,Alpine Skiing Men's Slalom,Alpine Skiing
206124,Albertville,Ice Hockey Men's Ice Hockey,Ice Hockey
206125,Nagano,Ice Hockey Men's Ice Hockey,Ice Hockey
206126,Salt Lake City,Ice Hockey Men's Ice Hockey,Ice Hockey
206127,Albertville,Ice Hockey Men's Ice Hockey,Ice Hockey
206128,Lillehammer,Ice Hockey Men's Ice Hockey,Ice Hockey
206137,Vancouver,"Speed Skating Men's 5,000 metres",Speed Skating
206138,Vancouver,"Speed Skating Men's 10,000 metres",Speed Skating
206139,Sochi,"Speed Skating Men's 5,000 metres",Speed Skating
206140,Sochi,Speed Skating Men's Team Pursuit (8 laps),Speed Skating
206151,Salt Lake City,Ice Hockey Women's Ice Hockey,Ice Hockey
206152,Torino,Ice Hockey Women's Ice Hockey,Ice Hockey
206153,Vancouver,Ice Hockey Women's Ice Hockey,Ice Hockey
206156,Sarajevo,Ice Hockey Men's Ice Hockey,Ice Hockey
206157,Calgary,Ice Hockey Men's Ice Hockey,Ice Hockey
206158,Albertville,Ice Hockey Men's Ice Hockey,Ice Hockey
206171,Sochi,Biathlon Women's 15 kilometres,Biathlon
206172,Sarajevo,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
206173,Sarajevo,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
206174,Albertville,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
206175,Sochi,"Ski Jumping Women's Normal Hill, Individual",Ski Jumping
206176,Vancouver,"Nordic Combined Men's Normal Hill / 10 km, Individual",Nordic Combined
206177,Vancouver,"Nordic Combined Men's Large Hill / 10 km, Individual",Nordic Combined
206178,Vancouver,Nordic Combined Men's Team,Nordic Combined
206179,Sochi,"Nordic Combined Men's Normal Hill / 10 km, Individual",Nordic Combined
206180,Sochi,"Nordic Combined Men's Large Hill / 10 km, Individual",Nordic Combined
